Name,Price,Producer,MPN,EAN,UPC,Ram Type,Size,Clock,Timings,Sticks,Product Page
"Corsair Vengeance LPX black + AF, DDR4-3600, CL 18 - 8 GB Dual Kit",$137.09 USD,Corsair,CMK8GX4M2B3600C18,843591070034,,DDR4-3600,8 GB,3600,18-19-19-39,2,https://www.amazon.ca/Corsair-CMK8GX4M2B3600C18-Vengeance-3600MHz-Systems/dp/B0143UM7WG?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B0143UM7WG
"Corsair Vengeance LPX black + AF, DDR4-3733, CL 17 - 16 GB Quad Kit",$261.13 USD,Corsair,CMK16GX4M4B3733C17,843591072861,843591072861.0,DDR4-3733,16 GB,3733,17-19-19-39,4,https://www.amazon.ca/Corsair-Vengeance-3733MHz-Memory-CMK16GX4M4B3733C17/dp/B019HVQSA8?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B019HVQSA8
"Corsair Vengeance LPX black + AF, DDR4-3733, CL 17 - 8 GB Dual Kit",,Corsair,CMK8GX4M2B3733C17,843591072922,,DDR4-3733,8 GB,3733,17-19-19-39,2,
"Corsair Vengeance LPX black + AF, DDR4-4000, CL 19 - 8 GB Dual Kit",,Corsair,CMK8GX4M2B4000C19,843591072755,,DDR4-4000,8 GB,4000,19-23-23-45,2,
"Corsair Vengeance LPX black + AF, DDR4-4133, CL 19 - 8 GB Dual Kit",,Corsair,CMK8GX4M2B4133C19,843591082235,,DDR4-4133,8 GB,4133,19-25-25-45,2,
"Corsair Vengeance LPX black + AF, DDR4-4200, CL 19 - 8 GB Dual Kit",,Corsair,CMK8GX4M2B4200C19,843591084376,,DDR4-4200,8 GB,4200,19-26-26-46,2,
Corsair Vengeance LPX black DDR4-2133 CL13,$293.77 USD,Corsair,CMK64GX4M4A2133C13,843591069595,,DDR4-2133,64 GB,2133,,1,https://www.amazon.ca/dp/B017NW5JR6?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Corsair Vengeance LPX black DDR4-2133MHz CL13,$52.95 USD,Corsair,CMK8GX4M2A2133C13,843591069649,,DDR4-2133,8 GB,2133,,2,https://www.amazon.ca/Corsair-DDR4-2133MHz-Systems-17000/dp/B0123ZAUAO?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B0123ZAUAO
Corsair Vengeance LPX Series blue DDR4-2666,$133.56 USD,Corsair,CMK32GX4M4A2666C16B,843591056533,,DDR4-2666,32 GB,2666,16-18-18-35,4,https://www.amazon.ca/dp/B00PC9H61A?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Corsair Vengeance LPX Series red,$130.56 USD,Corsair,CMK32GX4M2B3000C15R,843591071215,843591071215.0,DDR4-3000,32 GB,3000,15-17-17-35,2,https://www.amazon.ca/dp/B01B1H2STG?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Corsair Vengeance LPX Series red DDR4-2400,,Corsair,CMK8GX4M2A2400C14R,843591069366,,DDR4-2400,8 GB,2400,14-16-16-31,2,
"Corsair Vengeance LPX Series red DDR4-2400, CL14 - 16 GB Kit",$86.21 USD,Corsair,CMK16GX4M4A2400C14R,843591054928,,DDR4-2400,16 GB,2400,14-16-16-31,4,https://www.amazon.ca/dp/B00PC9H6BK?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Corsair Vengeance LPX Series red DDR4-2666,,Corsair,CMK16GX4M2A2666C16R,843591069625,,DDR4-2666,16 GB,2666,16-18-18-35,2,
"Corsair Vengeance LPX Series red DDR4-2666, CL16 - 8 GB Kit",$42.22 USD,Corsair,CMK8GX4M2A2666C16R,843591069670,,DDR4-2666,8 GB,2666,16-18-18-35,2,https://www.amazon.ca/dp/B0123ZB990?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Corsair Vengeance LPX Series red DDR4-3000,,Corsair,CMK16GX4M2B3000C15R,843591070485,,DDR4-3000,16 GB,3000,15-17-17-35,2,
"Corsair Vengeance LPX Series red DDR4-3200, CL16 - 16 GB Kit",,Corsair,CMK16GX4M4C3200C16R,843591072717,843591072717.0,DDR4-3200,16 GB,3200,16-18-18-36,4,
Corsair Vengeance LPX Series black,$39.89 USD,Corsair,CMK16GX4M1A2666C16,843591084260,843591084260.0,DDR4-2666,16 GB,2666,15-15-15-36,1,https://www.amazon.ca/dp/B019HVO62A?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Corsair Vengeance LPX Series black DDR4-2133,$39.89 USD,Corsair,CMK16GX4M2A2133C13,843591069656,,DDR4-2133,16 GB,2133,13-15-15-28,2,https://www.amazon.ca/dp/B0123ZCD36?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Corsair Vengeance LPX Series black DDR4-2400,$39.89 USD,Corsair,CMK16GX4M2A2400C16,843591082549,843591082549.0,DDR4-2400,16 GB,2400,16-16-16-39,2,https://www.amazon.ca/dp/B017NW5NZY?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Corsair Vengeance LPX Series black DDR4-2666,$50.77 USD,Corsair,CMK16GX4M2A2666C16,843591069618,843591069618.0,DDR4-2666,16 GB,2666,16-18-18-35,2,https://www.amazon.ca/dp/B0123ZC44Y?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Corsair Vengeance LPX Series black DDR4-3000,$50.96 USD,Corsair,CMK8GX4M2C3000C16,843591074735,,DDR4-3000,8 GB,3000,16-18-18-36,2,https://www.amazon.ca/dp/B077ZFCWJW?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
"Corsair Vengeance LPX Series black DDR4-3200, CL16 - 16 GB Kit",$200.8 USD,Corsair,CMK16GX4M4C3200C16,843591072694,,DDR4-3200,16 GB,3200,16-18-18-36,4,https://www.amazon.ca/Corsair-Vengeance-4x4GB-3200MHz-Memory/dp/B0196QN82U?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B0196QN82U
Corsair Vengeance Pro Blue DDR3-1600 CL9,$84.14 USD,Corsair,CMY16GX3M2A1600C9B,843591041898,,DDR3-1600,16 GB,1600,,2,https://www.amazon.ca/Corsair-Vengeance-Desktop-Memory-CMY16GX3M2A1600C9B/dp/B00D2LGRLK?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B00D2LGRLK
Corsair Vengeance Pro DDR3-2400 CL11,$81.18 USD,Corsair,CMY8GX3M2A2400C11,843591047074,,DDR3-2400,8 GB,2400,,2,https://www.amazon.ca/Corsair-Vengeance-2400MHz-Memory-CMY8GX3M2A2400C11/dp/B00GK9GKK4?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B00GK9GKK4
Corsair Vengeance Pro Gold DDR3-2133 CL11,,Corsair,CMY16GX3M2A2133C11R,843591042208,137693425824.0,DDR3-2133,16 GB,2133,,2,
Corsair Vengeance Pro Gold DDR3-2400 CL11,$145.28 USD,Corsair,CMY16GX3M2A2400C11A,843591046305,,DDR3-2400,16 GB,2400,,2,https://www.amazon.ca/Corsair-Vengeance-2400MHz-Memory-CMY16GX3M2A2400C11A/dp/B00FMRV8I4?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B00FMRV8I4
Corsair Vengeance Pro Red DDR3-1600 CL9,,Corsair,CMY16GX3M2A1600C9R,843591041904,,DDR3-1600,16 GB,1600,,2,
Corsair Vengeance Pro red DDR3-2400 CL11,,Corsair,CMY8GX3M2A2400C11R,843591046084,,DDR3-2400,8 GB,2400,,2,
Corsair Vengeance Pro Silver DDR3-1600 CL9,$90.66 USD,Corsair,CMY16GX3M2A1600C9,843591041881,843591041881.0,DDR3-1600,16 GB,1600,,2,https://www.amazon.ca/dp/B00D2LGRPG?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Corsair Vengeance RGB,$130.56 USD,Corsair,CMH32GX5M2B6400C36,840006666073,,DDR5-6400,32 GB,6400,36-48-48-104,2,https://www.amazon.ca/dp/B0BXHC74WD?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Corsair Vengeance RGB Pro black,,Corsair,CMW64GX4M2D3000C16,840006621836,,DDR4-3000,64 GB,3000,16-20-20-38,2,
Corsair Vengeance RGB Pro SL,,Corsair,CMH128GX4M4E3200C16,840006631972,,DDR4-3200,128 GB,3200,16-20-20-38,4,
Corsair Vengeance RGB Pro SL DDR4-3200,$148.69 USD,Corsair,CMH32GX4M4E3200C16W,840006632160,,DDR4-3200,32 GB,3200,16-20-20-38,4,https://www.amazon.ca/dp/B08SQF871G?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Corsair Vengeance RGB Pro SL für AMD Ryzen,,Corsair,CMH16GX4M2Z3200C16,840006632030,,DDR4-3200,16 GB,3200,16-20-20-38,2,
Corsair Vengeance RGB RT,$67.45 USD,Corsair,CMN16GX4M2Z3600C18W,840006650515,,DDR4-3600,16 GB,3600,18-22-22-42,2,https://www.amazon.ca/dp/B09C5TFMW1?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Corsair XMS DDR3-1600 CL9 für Core i5/i7,$38.73 USD,Corsair,CMX4GX3M2A1600C9,843591005975,,DDR3-1600,4 GB,1600,,2,https://www.amazon.ca/Corsair-PC3-12800-1600Mhz-Channel-CMX4GX3M2A1600C9/dp/B002LE8D2A?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B002LE8D2A
Corsair XMS3 DDR3-1333 CL9,$39.19 USD,Corsair,CMX8GX3M1A1333C9,843591016285,,DDR3-1333,8 GB,1333,,1,https://www.amazon.ca/Corsair-CMX8GX3M1A1333C9-Ddr3-1x8gb-1333/dp/B006XB56VI?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B006XB56VI
Corsair XMS3 DDR3-1333 CL9 für AMD/Core i3/i5/i7,$29.61 USD,Corsair,CMX4GX3M1A1333C9,843591010276,,DDR3-1333,4 GB,1333,,1,https://www.amazon.ca/Corsair-1333MHz-PC3-10666-240-Pin-CMX4GX3M1A1333C9/dp/B003ZDJ42O?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B003ZDJ42O
Corsair XMS3 DDR3-1600 CL9,$55.67 USD,Corsair,CMX8GX3M2A1600C9,843591010146,,DDR3-1600,8 GB,1600,,2,https://www.amazon.ca/Corsair-Memory-Channel-240-Pin-CMX8GX3M2A1600C9/dp/B0042A7CAA?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B0042A7CAA
Corsair — 12GB Triple Channel DDR3 Memory Kit,$58.75 USD,Corsair,CMZ12GX3M3A2000C10,5052733877898,843591010863.0,DDR3-2000,12 GB,2000,10-10-10-27,3,https://www.amazon.ca/dp/B004CRSM4S?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Corsair — 16GB Dual Channel DDR3 Memory Kit,,Corsair,CMZ16GX3M2A2133C10,843591042192,843591042192.0,DDR3-2133,16 GB,2133,10-11-11-31,2,
Corsair — 16GB Dual/Quad Channel DDR3 Memory Kit,,Corsair,CMZ16GX3M4X1866C9,843591014816,843591014816.0,DDR3-1866,16 GB,1866,9-10-9-27,4,
Corsair — 24GB Triple Channel DDR3 Memory Kit,$120.41 USD,Corsair,CMZ24GX3M6A1600C9,843591011617,843591011617.0,DDR3-1600,24 GB,1600,9-9-9-24,6,https://www.amazon.ca/Ven-Ddr3-6x4gb-1600mhz-Black/dp/B004UPTEH6?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B004UPTEH6
Corsair — 32GB Dual/Quad Channel DDR3 Memory Kit,$79.78 USD,Corsair,CMZ32GX3M4X1600C10,21111181303,132017585888.0,DDR3-1600,32 GB,1600,10-10-10-27,4,https://www.amazon.ca/dp/B006EWUO22?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Corsair — 4GB Dual Channel DDR3 Memory Kit,,Corsair,CMZ4GX3M2A2000C10,5054629333532,843591011785.0,DDR3-2000,4 GB,2000,10-10-10-27,2,
Corsair — 4GB Single Module DDR3 Memory Kit,$29.01 USD,Corsair,CMZ4GX3M1A1600C9,9154400055137,779941080524.0,DDR3-1600,4 GB,1600,9-9-9-24,1,https://www.amazon.ca/dp/B004CRSM48?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Corsair — 64GB Quad Channel DDR3 Memory Kit,,Corsair,CMZ64GX3M8A1866C9,843591036115,843591036115.0,DDR3-1866,64 GB,1866,9-10-9-27,8,
Corsair — 8GB 1.5V Dual Channel DDR3 Memory Kit,,Corsair,CMZ8GX3M2A2133C11R,5052181561943,843591016544.0,DDR3-2133,8 GB,2133,11-11-11-27,2,
Corsair — 8GB DDR3 Memory Kit,,Corsair,CMZ8GX3M1A1866C10,700115305990,700115305990.0,DDR3-1866,8 GB,1866,10-11-10-30,1,
Corsair — 8GB Dual Channel DDR3 Memory Kit,,Corsair,CMZ8GX3M2A1866C9R,843591014137,843591014137.0,DDR3-1866,8 GB,1866,9-10-9-27,2,
Crucial Ballistix Elite DDR3-1600 CL8,,Ballistix,BLE2CP4G3D1608DE1TX0,649528755667,,DDR3-1600,8 GB,1600,,2,
Crucial Ballistix Elite DDR4-3000 CL15,$66.0 USD,Ballistix,BLE8G4D30AEEA,649528778925,,DDR4-3000,8 GB,3000,,1,https://www.amazon.ca/Ballistix-Single-PC4-24000-288-Pin-Memory-BLE8G4D30AEEA/dp/B01GZ1QB3M?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01GZ1QB3M
Crucial Ballistix Elite DDR4-3200 CL16,,Ballistix,BLE4G4D32AEEA,649528778970,,DDR4-3200,4 GB,3200,,1,
"Crucial Ballistix Elite Series DDR4-2666, CL16 - 16 GB Kit",,Crucial,BLE2C8G4D26AFEA,649528770578,,DDR4-2666,16 GB,2666,16-17-17,2,
"Crucial Ballistix Elite Series DDR4-2666, CL16 - 8 GB Kit",,Crucial,BLE2C4G4D26AFEA,649528770523,,DDR4-2666,8 GB,2666,16-17-17,2,
"Crucial Ballistix Elite Series, DDR4-3000, CL15 - 8 GB Kit",$76.88 USD,Crucial,BLE2C4G4D30AEEA,649528778888,,DDR4-3000,8 GB,3000,15-16-16,2,https://www.amazon.ca/Ballistix-Elite-PC4-24000-288-Pin-Memory/dp/B01H3P9CPS?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01H3P9CPS
"Crucial Ballistix Elite Series, DDR4-3200, CL16 - 8 GB Kit",,Crucial,BLE2C4G4D32AEEA,649528778987,,DDR4-3200,8 GB,3200,16-18-18,2,
Crucial Ballistix Max RGB black,,Crucial,BLM2K16G44C19U4BL,649528901286,,DDR4-4400,32 GB,4400,19-19-19-43,2,
Crucial Ballistix Sport AT,,Crucial,BLS4C16G4D26BFST,649528786753,,DDR4-2666,64 GB,2666,16-18-18,4,
Crucial Ballistix Sport LT Series grey,,Crucial,BLS4C8G4D30BESBK,649528784674,,DDR4-3000,32 GB,3000,16-18-18,4,
Crucial Ballistix Sport LT Series grey DDR4-2400,$34.81 USD,Crucial,BLS2K4G4D240FSB,649528771315,,DDR4-2400,8 GB,2400,16-16-16,2,https://www.amazon.ca/dp/B00UFF7Y72?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Crucial Ballistix Sport LT Series grey DDR4-2666,,Crucial,BLS2C8G4D26BFSBK,649528781994,,DDR4-2666,16 GB,2666,16-18-18,2,
Crucial Ballistix Sport LT Series red,$19.57 USD,Crucial,BLS4G4D240FSE,649528777225,649528777225.0,DDR4-2400,4 GB,2400,16-16-16,1,https://www.amazon.ca/dp/B01DPZVP3W?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Crucial Ballistix Sport LT Series white,$18.36 USD,Crucial,BLS4G4D240FSC,649528774231,649528774231.0,DDR4-2400,4 GB,2400,16-16-16,1,https://www.amazon.ca/dp/B0198QDKGW?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Crucial Ballistix Sport LT Series white DDR4-2400,$40.19 USD,Crucial,BLS2K4G4D240FSC,649528774262,,DDR4-2400,8 GB,2400,16-16-16,2,https://www.amazon.ca/dp/B01AG9F0G8?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
"Crucial Ballistix Sport Series DDR4-2400, CL16 - 16 GB Kit",,Crucial,BLS4C4G4D240FSA,649528769800,,DDR4-2400,16 GB,2400,16-16-16,4,
Crucial Ballistix Sport XT DDR3-1600 CL9,,Ballistix,BLS2C4G3D169DS3CEU,649528765185,,DDR3-1600,8 GB,1600,,2,
Crucial Ballistix Tactical DDR3-1600 CL8,,Ballistix,BLT2CP8G3D1608DT1TX0,649528757661,,DDR3-1600,16 GB,1600,,2,
Crucial Ballistix Tactical LP DDR3-2133 CL10,,Ballistix,BLT8G3D21BCT1,649528769343,,DDR3-2133,8 GB,2133,,1,
Crucial Ballistix Tactical Tracer RGB,,Crucial,BLT4C16G4D26BFT4,649528785657,,DDR4-2666,64 GB,2666,16-18-18,4,
"Crucial Ballistix Tactical, DDR4-3000, CL15 - 8 GB Kit",$65.28 USD,Crucial,BLT2C4G4D30AETA,649528778789,,DDR4-3000,8 GB,3000,16,2,https://www.amazon.ca/Ballistix-Tactical-PC4-21300-288-Pin-Memory/dp/B01HDUVNQY?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01HDUVNQY
Crucial DDR4-2133 CL15 Reg. ECC,,Crucial,CT2K16G4RFD4213,649528767516,,DDR4-2133,32 GB,2133,,1,
Crucial DDR4-2133 CL15 U,,Crucial,CT2K8G4DFS8213,649528775856,,DDR4-2133,16 GB,2133,,2,
Crucial Value Series DDR4-2133,,Crucial,CT4K16G4DFD8213,649528773487,,DDR4-2133,64 GB,2133,15,4,
Crucial Value Series DDR4-2400,$15.99 USD,Crucial,CT4G4DFS824A,649528769817,,DDR4-2400,4 GB,2400,17-17-17,1,https://www.amazon.ca/dp/B019FRDFU0?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
"Crucial Value Series, DDR4-2133, CL15 - 32 GB Kit",,Crucial,CT4K8G4DFD8213,649528768476,,DDR4-2133,32 GB,2133,15,4,
G.Skill Aegis,,G.Skill,F4-3200C16S-8GIS,4713294224378,,DDR4-3200,8 GB,3200,16-18-18-38,1,
G.Skill Aegis DDR4 DDR4-2133 64GB,,G.Skill,F4-2133C15Q-64GIS,848354019589,848354019589.0,DDR4-2133,64 GB,2133,15-15-15-36-2N,4,
G.Skill Aegis DDR4 DDR4-2400 64GB,,G.Skill,F4-2400C15Q-64GIS,848354019688,848354019688.0,DDR4-2400,64 GB,2400,15-15-15-35-2N,4,
G.Skill Aegis DDR4 DDR4-2800 16GB,,G.Skill,F4-2800C17D-16GIS,4719692010186,,DDR4-2800,16 GB,2800,17-17-17-37-2N,2,
G.Skill Aegis DDR4 DDR4-2800 8GB,,G.Skill,F4-2800C17S-8GIS,848354020172,848354020172.0,DDR4-2800,8 GB,2800,17-17-17-37-2N,1,
G.Skill AEGIS Series,,G.Skill,F4-3000C16D-32GISB,4719692013460,,DDR4-3000,32 GB,3000,16-18-18-38,2,
G.Skill Aegis Series,,G.Skill,F4-3200C16D-32GIS,4713294224415,,DDR4-3200,32 GB,3200,16-18-18-38,2,
G.Skill Flare X (for AMD) DDR4-2133 32GB,,G.Skill,F4-2133C15Q-32GFXR,848354025955,848354025955.0,DDR4-2133,32 GB,2133,15-15-15-35,4,
G.Skill Flare X (for AMD) DDR4-2400 16GB,,G.Skill,F4-2400C16D-16GFX,848354025641,848354025641.0,DDR4-2400,16 GB,2400,16-16-16-39,2,
G.Skill Flare X (for AMD) DDR4-2400 32GB,,G.Skill,F4-2400C16Q-32GFX,848354025870,848354025870.0,DDR4-2400,32 GB,2400,16-16-16-39,4,
G.Skill Flare X (for AMD) DDR4-2400 64GB,,G.Skill,F4-2400C16Q-64GFX,848354025894,848354025894.0,DDR4-2400,64 GB,2400,16-16-16-39,4,
"G.Skill Flare X Series red, DDR4-2400 für Ryzen, CL 15 - 32 GB Quad-Kit",,G.Skill,F4-2400C15Q-32GFXR,4719692016195,,DDR4-2400,32 GB,2400,15-15-15-39,4,
"G.Skill Flare X Series red, DDR4-2400 für Ryzen, CL 15 - 64 GB Quad-Kit",,G.Skill,F4-2400C15Q-64GFXR,4719692016317,,DDR4-2400,64 GB,2400,15-15-15-39,4,
"G.Skill Flare X Series red, DDR4-2400 für Ryzen, CL 16 - 32 GB Dual-Kit",,G.Skill,F4-2400C16D-32GFXR,4719692016065,,DDR4-2400,32 GB,2400,16-16-16-39,2,
"G.Skill Flare X Series red, DDR4-2400 für Ryzen, CL 16 - 64 GB Quad-Kit",,G.Skill,F4-2400C16Q-64GFXR,4719692016072,,DDR4-2400,64 GB,2400,16-16-16-39,4,
G.Skill Flare X Series black,,G.Skill,F4-2400C15D-32GFX,4719692016287,,DDR4-2400,32 GB,2400,15-15-15-39,2,
G.Skill FORTIS (for AMD) DDR4-2133 32GB,,G.Skill,F4-2133C15Q-32GFT,848354025672,848354025672.0,DDR4-2133,32 GB,2133,15-15-15-35,4,
G.Skill FORTIS (for AMD) DDR4-2400 16GB,,G.Skill,F4-2400C16D-16GFT,848354025603,848354025603.0,DDR4-2400,16 GB,2400,16-16-16-39,2,
G.Skill FORTIS (for AMD) DDR4-2400 32GB,,G.Skill,F4-2400C15Q-32GFT,848354026174,848354026174.0,DDR4-2400,32 GB,2400,15-15-15-39,4,
G.Skill FORTIS (for AMD) DDR4-2400 64GB,,G.Skill,F4-2400C16Q-64GFT,848354025757,848354025757.0,DDR4-2400,64 GB,2400,16-16-16-39,4,
G.Skill Fortis Series,,G.Skill,F4-2400C15D-16GFT,4719692016126,,DDR4-2400,16 GB,2400,15-15-15-39,2,
"G.Skill Fortis Series black, DDR4-2400 für Ryzen, CL 15 - 32 GB Dual-Kit",,G.Skill,F4-2400C15D-32GFT,4719692016263,,DDR4-2400,32 GB,2400,15-15-15-39,2,
"G.Skill Fortis Series black, DDR4-2400 für Ryzen, CL 16 - 32 GB Quad-Kit",,G.Skill,F4-2400C16Q-32GFT,4719692015730,,DDR4-2400,32 GB,2400,16-16-16-39,4,
G.Skill NQ-Red DDR3-1600 CL9,,G. Skill,F3-12800CL9D-4GBNQ,848354003434,,DDR3-1600,4 GB,1600,,2,
G.Skill Ripjaws 4 blue DDR4-3000 CL15,,G. Skill,F4-3000C15D-16GRBB,4719692002471,,DDR4-3000,16 GB,3000,,2,
G.Skill Ripjaws 4 DDR4-2133 16GB,,G.Skill,F4-2133C15Q-16GRR,4719692000842,,DDR4-2133,16 GB,2133,15-15-15-35-2N,4,
G.Skill Ripjaws 4 DDR4-2133 32GB,,G.Skill,F4-2133C15Q-32GRR,848354010920,848354010920.0,DDR4-2133,32 GB,2133,15-15-15-35-2N,4,
G.Skill Ripjaws 4 DDR4-2133 64GB,,G.Skill,F4-2133C15Q2-64GRR,848354010937,848354010937.0,DDR4-2133,64 GB,2133,15-15-15-35-2N,8,
G.Skill Ripjaws 4 DDR4-2133 8GB,,G.Skill,F4-2133C15D-8GRR,848354011958,848354011958.0,DDR4-2133,8 GB,2133,15-15-15-35-2N,2,
G.Skill Ripjaws 4 DDR4-2133 CL15,,G. Skill,F4-2133C15Q-16GRK,4719692001030,,DDR4-2133,16 GB,2133,,4,
G.Skill Ripjaws 4 DDR4-2400 128GB,,G.Skill,F4-2400C14Q2-128GRK,700115306638,700115306638.0,DDR4-2400,128 GB,2400,14-14-14-34-2N,8,
G.Skill Ripjaws 4 DDR4-2400 16GB,,G.Skill,F4-2400C15Q-16GRR,4719692000910,,DDR4-2400,16 GB,2400,15-15-15-35-2N,4,
G.Skill Ripjaws 4 DDR4-2400 32GB,,G.Skill,F4-2400C15Q-32GRR,4719692000927,848354010999.0,DDR4-2400,32 GB,2400,15-15-15-35-2N,4,
G.Skill Ripjaws 4 DDR4-2400 64GB,,G.Skill,F4-2400C15Q2-64GRK,4719692001788,848354011859.0,DDR4-2400,64 GB,2400,15-15-15-35-2N,8,
G.Skill Ripjaws 4 DDR4-2400 8GB,,G.Skill,F4-2400C15D-8GRR,848354011972,848354011972.0,DDR4-2400,8 GB,2400,15-15-15-35-2N,2,
G.Skill Ripjaws 4 DDR4-2666 16GB,,G.Skill,F4-2666C15Q-16GRR,4719692000934,848354011002.0,DDR4-2666,16 GB,2666,15-15-15-35-2N,4,
G.Skill Ripjaws 4 DDR4-2666 32GB,,G.Skill,F4-2666C16Q-32GRB,4719692001696,,DDR4-2666,32 GB,2666,16-16-16-36-2N,4,
G.Skill Ripjaws 4 DDR4-2666 64GB,,G.Skill,F4-2666C16Q2-64GRB,4719692001733,848354011804.0,DDR4-2666,64 GB,2666,16-16-16-36-2N,8,
G.Skill Ripjaws 4 DDR4-2666 8GB,,G.Skill,F4-2666C15D-8GRR,848354012481,848354012481.0,DDR4-2666,8 GB,2666,15-15-15-35-2N,2,
G.Skill Ripjaws 4 DDR4-2800 128GB,,G.Skill,F4-2800C15Q2-128GRKD,4719692002402,,DDR4-2800,128 GB,2800,15-15-15-35-2N,8,
G.Skill Ripjaws 4 DDR4-2800 16GB,,G.Skill,F4-2800C16Q-16GRK,4719692001245,848354011316.0,DDR4-2800,16 GB,2800,16-16-16-36-2N,4,
G.Skill Ripjaws 4 DDR4-2800 32GB,,G.Skill,F4-2800C16Q-32GRK,4719692001269,,DDR4-2800,32 GB,2800,16-16-16-36-2N,4,
G.Skill Ripjaws 4 DDR4-2800 64GB,,G.Skill,F4-2800C15Q2-64GRK,848354011637,848354011637.0,DDR4-2800,64 GB,2800,15-16-16-35-2N,8,
G.Skill Ripjaws 4 DDR4-2800 8GB,,G.Skill,F4-2800C16D-8GRR,848354012498,848354012498.0,DDR4-2800,8 GB,2800,16-16-16-36-2N,2,
G.Skill Ripjaws 4 DDR4-3000 16GB,,G.Skill,F4-3000C15Q-16GRR,848354011040,848354011040.0,DDR4-3000,16 GB,3000,15-15-15-35-2N,4,
G.Skill Ripjaws 4 DDR4-3000 32GB,,G.Skill,F4-3000C15Q2-32GRBB,848354011842,848354011842.0,DDR4-3000,32 GB,3000,15-16-16-35-2N,8,
G.Skill Ripjaws 4 DDR4-3000 8GB,,G.Skill,F4-3000C15D-8GRBB,4719692002433,,DDR4-3000,8 GB,3000,15-16-16-35-2N,2,
G.Skill Ripjaws 4 DDR4-3000 CL15,,G. Skill,F4-3000C15D-16GRK,4719692002495,,DDR4-3000,16 GB,3000,,2,
G.Skill Ripjaws 4 DDR4-3200 8GB,,G.Skill,F4-3200C16D-8GRB,4719692002501,,DDR4-3200,8 GB,3200,16-18-18-38-2N,2,
G.Skill Ripjaws 4 DDR4-3300 16GB,,G.Skill,F4-3300C16Q-16GRKD,4719692001351,,DDR4-3300,16 GB,3300,16-16-16-36-2N,4,
